全国地方公共団体コード,ID,地方公共団体名,許可番号,営業形態,名称,電話番号,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,営業者氏名,法人代表者氏名,営業者_所在地_連結表記,営業者_所在地_都道府県,営業者_所在地_市区町村,営業者_所在地_町字,営業者_所在地_番地以下,営業者_所在地_建物名等(方書),営業者_ 電話番号,許可年月日,備考
131067,,,13台台健生環き第42号,旅館・ホテル営業,ﾊﾟｰﾙﾎﾃﾙ,(03)3871-5629,千束四丁目13番5号,,,,,,35.72295,139.796661,有限会社  ﾊﾟｰﾙ観光,,東京都台東区千束四丁目13番5号,,,,,,(03)3871-5629,2001-11-22,
131067,,,61台浅健衛環き第27号,旅館・ホテル営業,ﾎﾃﾙ ﾚﾃﾞｨｽﾋﾞﾗ ｻﾝｲｰｽﾄ,(03)3876-1400,千束四丁目13番7号,,,,,,35.723202,139.796555,株式会社 東光,,東京都文京区白山4-5-18,,,,,,(03)3235-5151,1986-11-13,
131067,,,6台台健生環き第10201号,旅館・ホテル営業,ASAKUSA千束,090-9141-8601,千束四丁目14番4号,,,,,,35.723354,139.796295,東僑合同会社,,東京都豊島区巣鴨二丁目4番4号,,,,,,090-9141-8601,2025-01-27,
131067,,,2台台健生環き第10222号,旅館・ホテル営業,moire HOTEL YOSHIWARA,(03)5894-4290,千束四丁目15番11号,,,,,,35.723843,139.79628,Culture Geek合同会社,,東京都台東区千束四丁目15番11号,,,,,,,2021-03-17,
131067,,,54台浅健衛環き第17号,旅館・ホテル営業,ﾎﾃﾙﾆｭｰｱｵｷ,(03)3875-8462,千束四丁目23番3号,,,,,,35.723137,139.795303,有限会社 青木別館,,東京都台東区千束4-23-3,,,,,,,1980-06-14,
131067,,,56台浅健衛環き第91号,旅館・ホテル営業,ﾎﾃﾙ みかさ,(03)3872-3524,千束四丁目23番4号,,,,,,35.723248,139.795212,有限会社 三條,,東京都台東区千束四丁目23番4号,,,,,,(03)3872-3524,1982-11-10,
131067,,,56台浅健衛環き第94号,旅館・ホテル営業,ﾈｵ ﾙｰｼﾞｭ,(03)3872-5191,千束四丁目23番4号,,,,,,35.723248,139.795212,有限会社 一楽,,東京都台東区千束四丁目23番4号,,,,,,(03)3872-5191,1982-11-08,
131067,,,34第30号,旅館・ホテル営業,浅草ﾎﾃﾙ,(03)3872-3458,千束四丁目23番11号,,,,,,35.723412,139.795547,,,,,,,,,,1959-12-26,
131067,,,21台台健生環き第49号,旅館・ホテル営業,ﾎﾃﾙ稲本,(03)3872-8470,千束四丁目24番13号,,,,,,35.723286,139.795044,有限会社稲本,,東京都台東区千束四丁目24番13号,,,,,,(03)3872-8470,2009-12-04,
131067,,,4台台健生環き第10121号,旅館・ホテル営業,ﾎﾃﾙ稲本,(03)3872-8470,千束四丁目24番13号,,,,,,35.723286,139.795044,,,,,,,,,,2023-07-14,
131067,,,29台台健生環き第14号,簡易宿所営業,浅草庵,,千束四丁目25番4号,,,,,,35.72213,139.795532,Stay JAPAN株式会社,,東京都中央区八重洲一丁目3番7号八重洲ﾌｧｰｽﾄﾌｨﾅﾝｼｬﾙﾋﾞﾙ13F,,,,,,(03)6695-0123,2017-08-29,
131067,,,5台台健生環き第10190号,旅館・ホテル営業,旅館 福順,,千束四丁目27番6号,,,,,,35.722034,139.795059,株式会社平成福順,,東京都中央区日本橋本町三丁目4番18号,,,,,,(03)6265-1571,2023-12-20,
131067,,,6台浅健衛環き第39号,旅館・ホテル営業,ﾎﾃﾙ最上浅草,(03)3871-5211,千束四丁目28番11号,,,,,,35.723152,139.794388,横渡産業商事有限会社,,東京都墨田区千歳三丁目5番12号,,,,,,,1995-03-30,
131067,,,22台台健生環き第59号,旅館・ホテル営業,SOHO 浅草,(03)3265-6363,千束四丁目28番11号,,,,,,35.723152,139.794388,有限会社 新亜,,東京都台東区千束四丁目28番11号SOHO浅草2F,,,,,,(03)3807-2299,2010-11-04,
131067,,,5台台健生環き第10020号,旅館・ホテル営業,DAIN HOSTEL2,(03)6794-0237,千束四丁目32番10号,,,,,,35.72435,139.795334,株式会社AZONE,,東京都台東区竜泉三丁目5番5号,,,,,,(03)6362-3378,2023-06-07,
131067,,,2台台健生環き第10252号,旅館・ホテル営業,武蔵ﾎﾃﾙ,,千束四丁目36番1号,,,,,,35.724529,139.797058,博初合同会社,,東京都練馬区貫井四丁目16番8号A棟102室,,,,,,080-4796-3254,2021-05-18,
131067,,,5台台健生環き第10039号,旅館・ホテル営業,寅ﾎﾃﾙ 浅草寺 ｻﾆｰ,,千束四丁目46番9号,,,,,,35.724606,139.79335,奕和胤仕合同会社,,東京都台東区上野三丁目17番4号9F,,,,,,(03)6879-9879,2023-08-01,
131067,,,30台台健生環き第217号,旅館・ホテル営業,Cozy Home HOTELⅠ,,千束四丁目46番10号,,,,,,35.724686,139.793488,Keepright Tokyo株式会社,,東京都豊島区池袋四丁目9番11号2階,,,,,,,2018-12-18,
131067,,,30台台健生環き第218号,旅館・ホテル営業,Cozy Home HOTELⅡ,,千束四丁目46番10号,,,,,,35.724686,139.793488,Keepright Tokyo株式会社,,東京都豊島区池袋四丁目9番11号2階,,,,,,,2019-01-10,
131067,,,5台台健生環き第10040号,旅館・ホテル営業,寅ﾎﾃﾙ 浅草寺 ﾑｰﾝ,,千束四丁目46番10号,,,,,,35.724686,139.793488,奕和胤仕合同会社,,東京都台東区上野三丁目17番4号9F,,,,,,(03)6879-9879,2023-08-01,
131067,,,4台台健生環き第10147号,旅館・ホテル営業,N+HOTEL 秋葉原,(03)3833-1515,台東一丁目6番2号,,,,,,35.700539,139.777252,株式会社ｴﾇﾌﾟﾗｽ,,東京都台東区北上野1-7-3,,,,,,(03)6908-6609,2023-01-16,
131067,,,2台台健生環き第10007号,旅館・ホテル営業,THE TOURIST HOTEL&Cafe AKIHABARA ｻﾞ･ﾂｰﾘｽﾄﾎﾃﾙ&ｶﾌｪ秋葉原,(03)6806-0308,台東一丁目6番6号,,,,,,35.700859,139.777069,株式会社ﾌｰｼﾞｬｰｽﾘﾋﾞﾝｸﾞｻｰﾋﾞｽ,,東京都中央区日本橋室町四丁目3番16号,,,,,,(03)3287-3715,2020-06-12,
131067,,,31台台健生環き第10164号,旅館・ホテル営業,Akiba Residence,,台東一丁目11番7号,,,,,,35.701508,139.776382,,,,,,,,,,2019-11-05,
131067,,,30台台健生環き第169号,旅館・ホテル営業,Tokyoguest,(03)6671-4389,台東一丁目12番5号,,,,,,35.701256,139.776672,株式会社丸鴻ｸﾞﾙｰﾌﾟ,,東京都中央区日本橋本町三丁目8番地5号,,,,,,(03)3639-8663,2018-12-25,
131067,,,31台台健生環き第10189号,旅館・ホテル営業,秋の旅館,,台東一丁目14番3号,,,,,,35.701218,139.777542,ｼﾝｾｲｷ株式会社,,東京都台東区台東一丁目14番3号,,,,,,,2019-12-11,
131067,,,4台台健生環き第10028号,旅館・ホテル営業,Minn 秋葉原,,台東一丁目22番3号,,,,,,35.701733,139.779388,株式会社SQUEEZE,,東京都渋谷区神山町6番4号,,,,,,(03)6455-4721,2022-06-10,
131067,,,6台台健生環き第10052号,旅館・ホテル営業,MIDLAND HOTEL (ﾐｯﾄﾞﾗﾝﾄﾞﾎﾃﾙ),,台東一丁目23番2号,,,,,,35.701408,139.778961,椿貿易株式会社,,東京都台東区台東一丁目23番2号,,,,,,,2024-09-26,
131067,,,5台台健生環き第10056号,旅館・ホテル営業,MARUKOU HOTEL 秋葉原,(03)3639-3399,台東一丁目28番8号,,,,,,35.702148,139.776611,株式会社丸鴻ｸﾞﾙｰﾌﾟ,,東京都中央区日本橋本町三丁目8番地5号,,,,,,(03)3639-8663,2023-07-28,
131067,,,31台台健生環き第10004号,旅館・ホテル営業,ｱﾊﾟﾎﾃﾙ <秋葉原駅北>,(03)5846-7111,台東一丁目29番2号,,,,,,35.701664,139.775986,ｱﾊﾟﾎﾃﾙ株式会社,,東京都港区赤坂三丁目2番3号,,,,,,(03)5570-2111,2020-12-02,
131067,,,30台台健生環き第187号,旅館・ホテル営業,KEY'H 秋葉原,,台東一丁目32番6号,,,,,,35.702404,139.777267,途家 株式会社,,東京都台東区台東一丁目2番1‐1502号ﾀﾜｰﾚｼﾞﾃﾞﾝｽﾄｰｷｮｰ,,,,,,,2019-03-06,
131067,,,5台台健生環き第10009号,旅館・ホテル営業,akihabara k hotel,,台東一丁目36番3号,,,,,,35.702068,139.779465,株式会社楽遊国際,,東京都台東区台東一丁目36番3号601,,,,,,,2023-05-01,
131067,,,29台台健生環き第220号,旅館・ホテル営業,HOTEL LiVEMAX 秋葉原北,(03)3834-8900,台東二丁目5番2号,,,,,,35.702583,139.778229,株式会社ﾘﾌﾞ･ﾏｯｸｽ,,東京都港区赤坂二丁目5番1号9階,,,,,,(03)3505-2290,2018-06-26,
131067,,,4台台健生環き第10016号,旅館・ホテル営業,ﾏﾝﾘﾎﾃﾙ,(03)5830-3577,台東二丁目7番12号,,,,,,35.702923,139.7771,株式会社ﾏﾝﾘ,,東京都台東区台東二丁目7番12号ﾏﾝﾘﾋﾞﾙ1F,,,,,,(03)5830-3577,2022-09-08,
131067,,,6台台健生環き第10185号,旅館・ホテル営業,和の宿 ﾎﾃﾙ,,台東二丁目10番13号,,,,,,35.703129,139.77713,佳和瑞株式会社,,千葉県千葉市若葉区桜木北二丁目12-34,,,,,,,2025-01-29,
131067,,,6台台健生環き第10047号,旅館・ホテル営業,Akihabara Tokyo Big House,,台東二丁目15番5号,,,,,,35.703102,139.780045,,,,,,,,,,2024-10-23,
131067,,,2台台健生環き第10186号,旅館・ホテル営業,ｼｴｽﾀ,(03)5826-8867,台東二丁目22番13号,,,,,,35.703423,139.779953,株式会社ｴﾙ･ｴｲ･ｴﾑ,,東京都台東区東上野一丁目7番7号,,,,,,(03)5826-8867,2021-06-10,
131067,,,31台台健生環き第10168号,旅館・ホテル営業,SMI:RE STAY AKIHABARA(ｽﾏｲﾙ ｽﾃｲ 秋葉原),,台東二丁目28番3号,,,,,,35.704033,139.776138,,,,,,,,,,2019-12-02,
131067,,,31台台健生環き第10130号,旅館・ホテル営業,Akihabara House,(03)5812-4779,台東二丁目29番5号,,,,,,35.703827,139.776581,株式会社ﾌﾗｯﾄﾌｨｰﾙｽﾞ,,東京都品川区東大井二丁目17番5号,,,,,,,2019-09-18,
131067,,,31台台健生環き第10102号,旅館・ホテル営業,043AKIHABARA,(03)3817-6745,台東二丁目30番7号,,,,,,35.704041,139.777313,LUELY合同会社,,東京都文京区千石三丁目10番17号ﾙﾐｰｸ文京千石301,,,,,,,2019-10-01,
131067,,,2台台健生環き第10021号,旅館・ホテル営業,HOTEL Peter Pan,(03)6240-1661,台東二丁目31番9号,,,,,,35.703983,139.778625,萬悦株式会社,,東京都台東区台東三丁目7番2号萬悦ﾋﾞﾙ1F,,,,,,(03)5817-8638,2020-09-24,
131067,,,31台台健生環き第10180号,旅館・ホテル営業,ALL come in (ｵｰﾙ ｶﾑ ｲﾝ),(03)6240-1661,台東三丁目7番2号,,,,,,35.704098,139.778503,萬悦株式会社,,東京都台東区台東三丁目7番2号萬悦ﾋﾞﾙ1F,,,,,,(03)5817-8638,2019-10-31,
131067,,,9台台健生環き第111号,旅館・ホテル営業,御徒町ｽﾃｰｼｮﾝﾎﾃﾙ,(03)3836-2000,台東三丁目15番3号,,,,,,35.70451,139.776184,有限会社 筑波ﾎﾃﾙ,,東京都台東区元浅草2丁目7番8号,,,,,,(03)3834-2556,1999-07-13,
131067,,,9台台健生環き第112号,簡易宿所営業,御徒町ｽﾃｰｼｮﾝﾎﾃﾙ,(03)3836-2000,台東三丁目15番3号,,,,,,35.70451,139.776184,有限会社 筑波ﾎﾃﾙ,,東京都台東区元浅草2丁目7番8号,,,,,,(03)3834-2556,1999-07-13,
131067,,,31台台健生環き第10202号,旅館・ホテル営業,NOAH HOSTEL TOKYO,,台東三丁目21番7号,,,,,,35.705109,139.778946,NOAH 株式会社,,東京都台東区台東三丁目21番7号,,,,,,,2019-11-13,
131067,,,26台台健生環き第124号,旅館・ホテル営業,ﾕﾆｵﾝ新御徒町ﾋﾞﾙ,(03)5812-9971,台東三丁目29番5号,,,,,,35.705273,139.781174,ﾕｰｱﾝﾄﾞｱｰﾙﾎﾃﾙﾏﾈｼﾞﾒﾝﾄ株式会社,,東京都新宿区西新宿七丁目7番26号,,,,,,(03)3227-4221,2015-04-23,
131067,,,31台台健生環き第10067号,旅館・ホテル営業,Matsumoto,(03)4405-4721,台東三丁目34番4号,,,,,,35.705284,139.779404,合同会社K&E Company,,東京都品川区大﨑二丁目11番2号1002号室,,,,,,,2019-09-03,
131067,,,3台台健生環き第10025号,旅館・ホテル営業,寅ﾎﾃﾙ 台東,,台東三丁目34番8号,,,,,,35.705513,139.779678,奕和胤仕合同会社,,東京都台東区上野三丁目17番4‐9F,,,,,,(03)6879-9879,2021-06-17,
131067,,,30台台健生環き第6号,旅館・ホテル営業,元ﾎﾃﾙ,(03)6284-2547,台東三丁目34番11号,,,,,,35.705128,139.779678,元山ﾊｳｼﾞﾝｸﾞ株式会社,,東京都文京区本郷二丁目20番12号,,,,,,(03)6721-0067,2018-09-28,
131067,,,31台台健生環き第10314号,旅館・ホテル営業,hotel MONday Premium 上野御徒町,(03)5816-8681,台東三丁目41番7号,,,,,,35.705467,139.776382,株式会社JHAT,,東京都港区芝大門一丁目10番4号,,,,,,(03)6453-0960,2020-05-19,
131067,,,5台台健生環き第10232号,旅館・ホテル営業,Hotel Paul House,(03)5817-4289,台東四丁目5番12号,,,,,,35.706005,139.77858,ﾎﾟｰﾙﾊｳｽ株式会社,,東京都台東区東上野一丁目19番8号向井ﾋﾞﾙ2F,,,,,,(03)5846-8809,2024-03-12,
131067,,,2台台健生環き第10015号,旅館・ホテル営業,ｲﾁﾎﾃﾙ上野新御徒町,(03)3837-7575,台東四丁目23番11号,,,,,,35.70615,139.781662,株式会社JHAT,,東京都港区芝大門一丁目10番4号,,,,,,(03)6453-0960,2020-08-05,
131067,,,5台台健生環き第10037号,旅館・ホテル営業,Minn上野新御徒町,080-3536-4757,台東四丁目24番3号,,,,,,35.706581,139.781387,株式会社SQUEEZE,,東京都渋谷区神山町6番4号,,,,,,(03)6455-4721,2023-06-28,
131067,,,31台台健生環き第10072号,旅館・ホテル営業,NEXT 御徒町,(03)6868-8100,台東四丁目31番4号,,,,,,35.707214,139.777084,ｱｲﾘｽ不動産販売株式会社,,千葉県市川市八幡一丁目3番26号ﾛｲﾔﾙﾌﾟﾗｻﾞ市川,,,,,,(047)335-6700,2020-02-13,
131067,,,6台台健生環き第10076号,旅館・ホテル営業,ﾎﾃﾙ ｱﾘｽ,,鳥越一丁目16番5号,,,,,,35.702812,139.783905,A&Y不動産株式会社,,東京都中央区佃一丁目11番6号ﾘﾊﾞｰﾎﾟｲﾝﾄﾀﾜｰ3401,,,,,,,2024-10-11,
131067,,,2台台健生環き第10047号,旅館・ホテル営業,ｽﾀｰﾄﾜﾝﾎｰﾑ浅草鳥越,(03)5829-8284,鳥越一丁目20番9号,,,,,,35.703037,139.782379,有限会社ｽﾀｰﾄﾜﾝﾎｰﾑ,,東京都台東区鳥越一丁目20番9号,,,,,,(03)5823-7228,2020-07-07,
131067,,,6台台健生環き第10209号,旅館・ホテル営業,67HOTEL AKIHABARA,,鳥越一丁目25番1号,,,,,,35.702969,139.783218,株式会社 塔木德,,東京都台東区鳥越一丁目25-1-102号室,,,,,,,2025-03-28,
131067,,,3台台健生環き第10204号,旅館・ホテル営業,宿 鳥越,,鳥越一丁目25番8号,,,,,,35.703247,139.783035,株式会社ｹｰﾃｨｵﾌｨｽ,,東京都墨田区両国四丁目25番11号ﾊﾟｰｸｻｲﾄﾞ両国6階,,,,,,,2022-03-08,
131067,,,6台台健生環き第10170号,簡易宿所営業,KILN,070-7475-5217,鳥越二丁目2番15号,,,,,,35.702053,139.787491,邦興商事株式会社,,東京都台東区上野七丁目4番9号,,,,,,(03)5828-0031,2025-01-06,
131067,,,6台台健生環き第10122号,旅館・ホテル営業,福,,鳥越二丁目11番9号,,,,,,35.703007,139.786026,,,,,,,,,,2025-01-24,
131067,,,27台台健生環き第47号,旅館・ホテル営業,ｱﾊﾟﾎﾃﾙ<浅草 田原町駅前>,(03)5830-0611,西浅草一丁目2番3号,,,,,,35.71011,139.79007,ｱﾊﾟﾎﾃﾙ株式会社,,東京都港区赤坂三丁目2番3号,,,,,,(03)3505-8200,2017-08-01,
131067,,,28台台健生環き第109号,旅館・ホテル営業,彩 Sai,,西浅草一丁目3番2号,,,,,,35.710232,139.789459,ｲﾝｷｭﾍﾞｲﾄｷｬﾋﾟﾀﾙ株式会社,,東京都港区南麻布五丁目9番1号,,,,,,(03)3447-5919,2018-06-01,
131067,,,1台浅健衛環き第17号,旅館・ホテル営業,ﾎﾃﾙ ﾎﾞｽﾄﾝｸﾗﾌﾞ,(03)3844-5551,西浅草一丁目8番8号,,,,,,35.711735,139.791168,有限会社 吉田屋,,東京都台東区西浅草一丁目8番8号,,,,,,,1991-09-19,
131067,,,31台台健生環き第10147号,旅館・ホテル営業,雷神,,西浅草一丁目9番9号,,,,,,35.71183,139.79068,,,,,,,,,,2019-11-18,
131067,,,22台台健生環き第20号,旅館・ホテル営業,台東旅館,(03)3843-2822,西浅草二丁目1番4号,,,,,,35.71183,139.79126,,,,,,,,,,2010-08-10,
131067,,,3台台健生環き第10041号,旅館・ホテル営業,ｳｲﾙｼﾃｨ浅草ｱﾈｯｸｽ,(03)3843-2805,西浅草二丁目2番14号,,,,,,35.711948,139.791092,有限会社ｳｨﾙ,,東京都中央区日本橋浜町二丁目39番4号,,,,,,(03)5640-2420,2021-06-04,
131067,,,17台台健生環き第106号,簡易宿所営業,東京旅館,,西浅草二丁目4番8号,,,,,,35.712276,139.789368,,,,,,,,,,2006-01-05,
131067,,,27台台健生環き第167号,簡易宿所営業,田家 DENCHI,,西浅草二丁目8番5号,,,,,,35.712856,139.789536,株式会社ｳｲﾝｸﾞ,,愛媛県松山市久万ﾉ台314番地4,,,,,,(089)926-7775,2016-07-15,
131067,,,2台台健生環き第10117号,旅館・ホテル営業,ﾎﾃﾙ庵 浅草,(03)5246-4407,西浅草二丁目10番6号,,,,,,35.712822,139.790527,株式会社ﾌｰﾄﾞﾌﾟﾗｽ,,東京都港区六本木三丁目13番3号ｱﾈｯｸｽﾋﾞﾙ1F,,,,,,(03)6435-5672,2020-10-22,
131067,,,24台台健生環き第45号,旅館・ホテル営業,ﾎﾃﾙ ｴﾄﾞﾔﾄﾞ,(03)3843-5571,西浅草二丁目15番5号,,,,,,35.713169,139.79097,株式会社 田町建物,,福島県いわき市平字田町1番地11,,,,,,(0246)56-2882,2012-09-07,
131067,,,22台台健生環き第68号,旅館・ホテル営業,ｳｨﾙｼﾃｨ浅草,(03)3843-0965,西浅草二丁目15番13号,,,,,,35.712963,139.791306,株式会社 ｳｨﾙｼﾃｨ浅草,,東京都台東区西浅草二丁目15番13号,,,,,,(03)3843-0965,2010-12-06,
131067,,,3台台健生環き第10184号,旅館・ホテル営業,帆のや 浅草,080-9588-1638,西浅草二丁目16番1号,,,,,,35.712845,139.790771,合同会社ごきげんなしっぽ,,東京都台東区西浅草二丁目16番1号,,,,,,(045)945-7059,2022-03-07,
131067,,,3台台健生環き第10061号,旅館・ホテル営業,Wonderful stay TOKYO浅草,(03)4400-7057,西浅草二丁目16番2号,,,,,,35.712883,139.790573,株式会社ｻｸｾｽﾌﾟﾗﾝﾆﾝｸﾞ,,東京都台東区西浅草二丁目16番2号,,,,,,(03)4400-7057,2021-07-29,
131067,,,3台台健生環き第10062号,旅館・ホテル営業,Wonderful stay TOKYO浅草ANNEX,(03)4400-7057,西浅草二丁目16番2号,,,,,,35.712883,139.790573,株式会社ｻｸｾｽﾌﾟﾗﾝﾆﾝｸﾞ,,東京都台東区西浅草二丁目16番2号,,,,,,(03)4400-7057,2021-07-29,
131067,,,6台台健生環き第10016号,旅館・ホテル営業,MONday Apart Premium 浅草,(03)3841-8022,西浅草二丁目16番5号,,,,,,35.713245,139.790497,株式会社JHAT,,東京都港区芝大門一丁目10番4号,,,,,,(03)6453-0960,2024-06-07,
131067,,,54台浅健衛環き第60号,旅館・ホテル営業,東海荘分館,(03)3844-5618,西浅草二丁目16番12号,,,,,,35.713154,139.790894,有限会社 東海荘分館,,東京都台東区西浅草二丁目16番12号,,,,,,,1980-04-10,
131067,,,17台台健生環き第128号,簡易宿所営業,(有)東海荘分館,(03)3844-5618,西浅草二丁目16番12号,,,,,,35.713154,139.790894,有限会社 東海荘分館,,東京都台東区西浅草二丁目16番12号,,,,,,(03)3844-5618,2006-04-12,
131067,,,31台台健生環き第10105号,簡易宿所営業,plat hostel keikyu asakusa station,(03)5811-1607,西浅草二丁目17番11号,,,,,,35.71339,139.790375,株式会社Rﾊﾞﾝｸ,,東京都目黒区上目黒2-6-11,,,,,,(03)5724-3512,2019-08-29,
131067,,,31台台健生環き第10118号,旅館・ホテル営業,浅草の花,,西浅草二丁目18番6号,,,,,,35.713604,139.789642,三和国際株式会社,,東京都江東区住吉二丁目7番11号浅井第五ﾋﾞﾙ801,,,,,,,2019-09-04,
131067,,,31台台健生環き第10055号,簡易宿所営業,ﾗﾌﾞｻﾝｼｬｲﾝﾊﾞｯｸﾊﾟｯｶｰｽﾞ,,西浅草二丁目19番1号,,,,,,35.713093,139.789413,株式会社ﾗﾌﾞｻﾝｼｬｲﾝ,,台東区西浅草二丁目19番1号,,,,,,(03)6806-8330,2019-07-31,
131067,,,30台台健生環き第266号,旅館・ホテル営業,Asakusa HomeSuites Tokyo,,西浅草二丁目20番10号,,,,,,35.713711,139.789215,ｾｶｲｽｸｴｱ株式会社,,東京都渋谷区桜丘町23番17号ｼﾃｨｺｰﾄ桜丘408,,,,,,(03)6868-3411,2019-11-08,
131067,,,30台台健生環き第101号,旅館・ホテル営業,くるくる浅草,,西浅草二丁目23番9号,,,,,,35.714165,139.790146,株式会社くるくる,,千葉県市川市福栄四丁目8番12号,,,,,,,2018-09-19,
131067,,,4台台健生環き第10139号,旅館・ホテル営業,くるくる浅草,,西浅草二丁目23番9号,,,,,,35.714165,139.790146,,,,,,,,,,2022-11-22,
131067,,,4台台健生環き第10192号,旅館・ホテル営業,安逸居,090-8491-6421,西浅草二丁目24番10号,,,,,,35.713924,139.790115,株式会社FUNKEY,,東京都港区南青山二丁目4番12号南青山ｱｻﾋﾋﾞﾙ地下1階003号室,,,,,,(03)6455-4058,2023-03-29,
131067,,,31台台健生環き第10157号,簡易宿所営業,ﾘｿﾙﾎﾟｼｭﾃﾙ 東京浅草,(03)5830-6118,西浅草二丁目25番1号,,,,,,35.71349,139.791306,ﾘｿﾙ株式会社,,千葉県茂原市真名1808番地1,,,,,,,2020-01-16,
131067,,,6台台健生環き第10189号,旅館・ホテル営業,Foryou Hotel,,西浅草二丁目25番3号,,,,,,35.713543,139.791,,,,,,,,,,2025-02-06,
131067,,,30台台健生環き第92号,簡易宿所営業,HORSE HOTEL,,西浅草二丁目25番7号,,,,,,35.713814,139.790588,株式会社三宗,,東京都台東区入谷一丁目27番5号共栄入谷ﾋﾞﾙ一階,,,,,,(03)5808-7355,2018-08-31,
131067,,,6台台健生環き第10085号,旅館・ホテル営業,ASAKUSA STAY,080-5915-1666,西浅草二丁目25番11号,,,,,,35.714005,139.791031,株式会社 吉通,,埼玉県三郷市中央四丁目3番5号,,,,,,080-5915-1666,2024-09-13,
131067,,,26台台健生環き第74号,旅館・ホテル営業,HOTEL LaLa Resort,(03)3842-0231,西浅草三丁目2番8号,,,,,,35.71455,139.791489,株式会社みのり商事,,東京都国立市北二丁目10番の18-101,,,,,,(03)3638-8800,2014-11-28,
131067,,,6台台健生環き第10219号,旅館・ホテル営業,SUNDANCE HOTEL,,西浅草三丁目9番8号,,,,,,35.71526,139.789337,,,,,,,,,,2025-03-14,
131067,,,30台台健生環き第332号,旅館・ホテル営業,Stay SAKURA Tokyo ASAKUSA ART DECO HOTEL,080-8088-1655,西浅草三丁目16番8号,,,,,,35.715023,139.79213,Stay JAPAN株式会社,,東京都中央区八重洲一丁目3番7号八重洲ﾌｧｰｽﾄﾌｨﾅﾝｼｬﾙﾋﾞﾙ13F,,,,,,(03)6695-0123,2020-07-03,
131067,,,4台台健生環き第10189号,簡易宿所営業,東京ｻﾑﾗｲ,070-5370-3884,西浅草三丁目16番10号,,,,,,35.714901,139.792358,株式会社からくり粘土の遊園地社,,東京都新宿区西早稲田二丁目3番5号吉岡ﾋﾞﾙ,,,,,,070-5468-5358,2023-02-20,
131067,,,5台台健生環き第10031号,旅館・ホテル営業,the b 浅草,(03)6284-7057,西浅草三丁目16番12号,,,,,,35.71463,139.792343,株式会社ｲｼﾝ･浅草･ｵﾍﾟﾚｰｼｮﾝｽﾞ,,東京都台東区西浅草三丁目16番12号,,,,,,(03)6284-7057,2023-06-09,
131067,,,8台浅健衛環き第20号,旅館・ホテル営業,浅草ﾋﾞｭｰﾎﾃﾙ,(03)3847-1111,西浅草三丁目17番1号,,,,,,35.715073,139.792282,ﾋｭｰﾘｯｸﾎﾃﾙﾏﾈｼﾞﾒﾝﾄ株式会社,,東京都中央区日本橋小舟町13番8号,,,,,,(03)5623-7600,1996-11-21,
131067,,,4台台健生環き第10044号,旅館・ホテル営業,KOKO HOTEL Residence 浅草かっぱ橋,(03)5830-8770,西浅草三丁目24番2号,,,,,,35.715694,139.789276,株式会社ﾌｨｰﾉﾎﾃﾙｽﾞ,,東京都千代田区岩本町一丁目12番3号,,,,,,(03)5822-3090,2022-07-05,
131067,,,4台台健生環き第10138号,旅館・ホテル営業,Minn かっぱ橋,,西浅草三丁目25番13号,,,,,,35.717094,139.789322,株式会社SQUEEZE,,東京都渋谷区神山町6番4号,,,,,,(03)6455-4721,2022-11-25,
131067,,,26台台健生環き第106号,旅館・ホテル営業,雅順浅草,,西浅草三丁目26番16号,,,,,,35.716434,139.791367,,,,,,,,,,2016-01-13,
131067,,,5台台健生環き第10236号,旅館・ホテル営業,飯村亭,,西浅草三丁目27番17号,,,,,,35.716969,139.79216,Jtopia合同会社,,東京都台東区西浅草3-27-17飯村亭103,,,,,,,2024-03-06,
131067,,,6台台健生環き第10186号,簡易宿所営業,&AND HOSTEL 西浅草3丁目,,西浅草三丁目28番11号,,,,,,35.71751,139.791107,株式会社Unito ,,東京都千代田区東神田1-7-10,,,,,,(03)5829-3990,2025-02-28,
131067,,,56台浅健衛環き第104号,簡易宿所営業,埼玉屋,(03)3875-4003,日本堤一丁目1番2号,,,,,,35.726074,139.800476,有限会社B.H埼玉屋,,東京都台東区日本提一丁目1番2号,,,,,,(03)3875-4003,1982-07-24,
131067,,,44第4号,簡易宿所営業,太陽荘,(03)3873-6213,日本堤一丁目1番8号,,,,,,35.726364,139.800262,有限会社 東京ﾛｯﾁﾞ,,東京都台東区日本堤一丁目1番8号,,,,,,(03)3872-4319,1970-03-12,
131067,,,48浅保衛環き第1号,簡易宿所営業,B･H 宏和,(03)3875-2925,日本堤一丁目1番9号,,,,,,35.72644,139.800446,株式会社 勉強屋,,東京都台東区日本堤一丁目1番10号,,,,,,(03)3872-3202,1974-05-09,
131067,,,1台浅健衛環き第64号,簡易宿所営業,ﾋﾞｼﾞﾈｽﾎﾃﾙ 加賀舎,(03)3875-1833,日本堤一丁目2番1号,,,,,,35.725891,139.800079,(有)山善,,東京都台東区日本提一丁目2番1号,,,,,,(03)3873-0982,1990-11-07,
131067,,,63台浅健衛環き第74号,簡易宿所営業,つつみ本店,(03)3875-3223,日本堤一丁目2番6号,,,,,,35.72599,139.799561,有限会社 砂川屋旅館,,東京都台東区日本堤1-2-6,,,,,,,1989-10-23,
